"Station.name","Sample.dateS","Ca","Cl","DOC","NH4.N","Nitrogen.part","NO3.NO2.N","NO3.N","pH","PO4.P","POC","SiO2","TOC","TOTN","TOTP","SPM","Turbiditet","As","Cd","Cr","Cu","Hg","Ni","Pb","Zn"
"Numedalslågen",2023-03-06,3.35,2.67,3.1,43,22.6,NA,170,6.83,4,226,3.88,3.1,330,6.2,1.81,1.3,NA,NA,NA,NA,NA,NA,NA,NA
"Numedalslågen",2023-04-10,3.57,3.38,2.9,27,57.3,NA,240,7.01,13,397,4.4,3,410,20,9.16,2.7,NA,NA,NA,NA,NA,NA,NA,NA
"Numedalslågen",2023-05-02,3.03,2.72,6.2,9,34.3,NA,250,6.73,4,298,4.39,6.2,470,7.6,3.01,2.5,0.19,0.02,0.2,0.9,2.85,0.43,0.216,4.9
"Numedalslågen",2023-06-05,2.06,1.34,4.6,12,26.7,NA,88,6.73,4,480,3.06,4.6,270,9.5,4.45,1.3,NA,NA,NA,NA,NA,NA,NA,NA
"Numedalslågen",2023-07-02,2.24,1.34,2.9,1,72.2,NA,1,6.89,10,590,2.91,3.1,210,15,9.92,1.6,NA,NA,NA,NA,NA,NA,NA,NA
"Numedalslågen",2023-08-06,2.44,1.22,4.2,1,33.8,NA,54,6.84,3,352,2.85,4.3,250,7.3,3.6,1.6,0.14,0.006,0.15,0.62,1.75,0.36,0.176,2
"Numedalslågen",2023-09-03,2.49,1.06,5.8,9,50.8,58,NA,6.84,4,367,3.22,5.7,240,9.1,4.16,1.5,NA,NA,NA,NA,NA,NA,NA,NA
"Numedalslågen",2023-10-01,2.78,1.48,6.1,20,28.4,122,NA,6.87,3,293,3.64,5.9,310,7,2.25,1.5,0.16,0.012,0.16,0.74,2.17,0.38,0.198,2.9
"Numedalslågen",2023-11-05,3.36,3.39,7.1,28,64.5,480,NA,6.85,12,569,5.31,7.4,770,24,10.6,6.2,NA,NA,NA,NA,NA,NA,NA,NA
"Numedalslågen",2023-12-03,2.97,1.54,3.2,9,58.2,136,NA,6.75,16,440,3.84,3.6,380,27,7.36,2.3,NA,NA,NA,NA,NA,NA,NA,NA
"Orkla",2023-01-09,8.45,2.99,1.6,12,17.8,NA,200,7.43,2,255,2.93,1.7,240,5,2.48,0.31,NA,NA,NA,NA,NA,NA,NA,NA
"Orkla",2023-02-06,11.5,3.51,2.4,7,13.8,NA,260,7.45,1,142,3.45,2.5,360,4,0.48,0.15,0.094,0.066,0.17,3.78,0.633,0.7,0.018,17.4
"Orkla",2023-03-06,10.2,3.15,2.3,5,20.9,NA,170,7.49,2,166,3.42,2.4,280,4,1.14,0.41,NA,NA,NA,NA,NA,NA,NA,NA
"Orkla",2023-04-11,13.2,4.36,2.4,1,17.4,NA,230,7.54,0.5,125,3.58,2.2,430,3.4,0.79,0.39,NA,NA,NA,NA,NA,NA,NA,NA
"Orkla",2023-05-02,11.6,5.72,4.1,8,27.8,NA,310,7.49,0.5,305,3.26,4.2,480,3.9,1.58,0.49,0.13,0.05,0.27,6.47,1.48,1.03,0.026,14.8
"Orkla",2023-06-05,6.65,2.53,3,1,16.6,NA,84,7.17,1,253,2.55,3,230,3.2,1.08,0.15,NA,NA,NA,NA,NA,NA,NA,NA
"Orkla",2023-07-02,7.9,2,3.8,1,34.7,NA,49,7.54,1,233,2.53,3.8,250,4.2,0.5,0.47,NA,NA,NA,NA,NA,NA,NA,NA
"Orkla",2023-08-07,6.56,1.89,4.1,1,42.6,NA,36,7.36,1,398,2.82,4.1,230,6.1,3.44,0.67,0.15,0.048,0.38,3.42,1.41,0.83,0.047,9.7
"Orkla",2023-09-04,8.95,2.43,3.9,1,19.3,185,NA,7.54,1,134,3.17,3.9,310,3.5,0.76,0.43,NA,NA,NA,NA,NA,NA,NA,NA
"Orkla",2023-10-02,10.8,2.96,4.2,1,16.9,260,NA,7.52,1,115,3.67,4.1,370,3.2,0.5,0.39,0.12,0.027,0.21,4.3,0.94,0.82,0.012,7.5
"Orkla",2023-11-06,13,3.45,2.5,1,10.5,405,NA,7.5,0.5,139,4.37,2.5,490,3,0.92,0.41,NA,NA,NA,NA,NA,NA,NA,NA
"Orkla",2023-12-04,9.06,1.46,2.3,1,19.9,111,NA,7.45,1,134,2.96,2.3,200,3,0.73,0.51,NA,NA,NA,NA,NA,NA,NA,NA
"Orreelva",2023-01-02,17.7,26.5,5.9,96,330,NA,1140,7.6,20,2170,4.13,7.4,1800,76,9.42,7.6,NA,NA,NA,NA,NA,NA,NA,NA
"Orreelva",2023-02-06,15.9,24.6,6.6,14,309,NA,1610,7.65,23,1940,3.24,8,2000,65,10.4,6.1,0.27,0.012,0.26,1.91,1.75,1.19,0.382,4
"Orreelva",2023-03-07,16.8,23.3,6.2,1,344,NA,1200,7.88,16,2620,0.42,8.9,1900,69,7.99,7.7,NA,NA,NA,NA,NA,NA,NA,NA
"Orreelva",2023-04-11,17,22.4,5.4,1,261,NA,990,7.65,9,1530,0.13,5.9,1500,43,5.8,2.3,NA,NA,NA,NA,NA,NA,NA,NA
"Orreelva",2023-05-02,17.9,23.1,5.8,6,469,NA,480,7.73,20,3090,0.3,8.5,1400,72,9.67,6.8,0.3,0.013,0.17,1.56,1.06,1.1,0.395,2.7
"Orreelva",2023-06-05,19,24.4,6.6,1,246,NA,1,7.9,5,2210,0.27,8.1,620,38,6.24,6.8,NA,NA,NA,NA,NA,NA,NA,NA
"Orreelva",2023-07-03,23.1,24.3,5.9,1,399,NA,81,7.82,16,2340,2.28,7.5,740,60,7.27,5.9,NA,NA,NA,NA,NA,NA,NA,NA
"Orreelva",2023-08-07,18.6,23.6,5.9,99,744,NA,1,7.8,15,5740,2.38,6.7,1100,74,25,10,0.5,0.009,0.25,2.67,0.84,1.42,NA,14.4
"Orreelva",2023-09-04,17.6,22.1,6.8,260,488,19,NA,7.87,12,3960,3.08,9.9,1000,60,11.5,9,NA,NA,NA,NA,NA,NA,NA,NA
"Orreelva",2023-10-02,17.6,20.3,6.8,120,461,365,NA,7.75,15,2660,3.53,9.6,1200,58,7.37,9.2,0.4,0.01,0.16,2.09,0.81,1.29,0.159,5.9
"Orreelva",2023-11-07,17.6,21.2,5.7,22,336,410,NA,7.55,11,1960,1.42,6.3,1200,53,10,6.3,NA,NA,NA,NA,NA,NA,NA,NA
"Orreelva",2023-12-04,17.7,22.4,7,1,325,1020,NA,7.64,21,2190,2.48,7.3,1700,65,13.1,5,NA,NA,NA,NA,NA,NA,NA,NA
"Otra",2023-01-02,1.04,3.18,3.7,24,35.7,NA,110,6.11,0.5,353,2.06,3.8,240,4,0.85,0.49,NA,NA,NA,NA,NA,NA,NA,NA
"Otra",2023-02-06,0.955,2.07,2.7,15,18.6,NA,71,6.21,0.5,233,1.95,2.8,170,3,0.66,0.33,0.098,0.01,0.073,0.35,1.22,0.38,0.18,2.2
"Otra",2023-03-06,0.927,2.33,2.7,12,13.6,NA,88,6.21,0.5,133,1.93,3.1,240,3.2,0.64,0.15,NA,NA,NA,NA,NA,NA,NA,NA
"Otra",2023-04-11,0.985,1.73,2.3,10,35,NA,64,6.34,0.5,193,1.93,2.4,170,3,0.91,0.15,NA,NA,NA,NA,NA,NA,NA,NA
"Otra",2023-05-15,1.14,1.58,2.9,29,22.9,NA,56,6.4,0.5,182,1.67,3,220,3,0.99,0.37,0.1,0.012,0.077,0.41,1.86,0.34,0.191,3
"Otra",2023-06-05,1.02,1.35,2.2,5,31.2,NA,42,6.55,0.5,485,1.49,2.3,140,2.6,1.04,0.15,NA,NA,NA,NA,NA,NA,NA,NA
"Otra",2023-07-02,0.853,1.51,2.2,1,29.5,NA,24,6.44,1,271,1.28,2.4,150,2.4,2.13,0.37,NA,NA,NA,NA,NA,NA,NA,NA
"Otra",2023-08-07,0.863,1.39,2.2,10,29.3,NA,21,6.39,0.5,245,0.95,2.3,140,2.8,2.06,0.46,0.054,0.005,0.053,0.34,0.92,0.31,0.105,1.8
"Otra",2023-09-04,0.852,1.32,3.2,6,24,31,NA,6.39,0.5,245,1.15,3.3,140,2.9,1.13,0.41,NA,NA,NA,NA,NA,NA,NA,NA
"Otra",2023-10-02,1.05,1.59,5.3,10,36.9,57,NA,6.17,2,383,1.77,5.6,240,4.8,1.3,0.64,0.21,0.021,0.13,0.7,1.92,0.8,0.363,3.4
"Otra",2023-11-06,1.1,2.69,4.7,13,35.6,89,NA,5.97,2,413,2.1,5,250,6,1.68,1,NA,NA,NA,NA,NA,NA,NA,NA
"Otra",2023-12-04,0.851,1.34,2.7,13,20.6,66,NA,6.28,0.5,178,1.78,2.8,150,2.5,0.5,0.15,NA,NA,NA,NA,NA,NA,NA,NA
"Pasvikelva",2023-01-01,2.97,1.34,2.9,14,10.3,NA,57,7.06,0.5,198,5.92,2.8,150,2,0.195,0.15,NA,NA,NA,NA,NA,NA,NA,NA
"Pasvikelva",2023-02-05,2.86,1.01,2.7,3,14.4,NA,49,7.03,0.5,102,5.96,2.7,140,2,0.14,0.15,0.049,0.0015,0.093,0.37,0.343,0.64,0.006,0.35
"Pasvikelva",2023-03-06,2.94,1.1,2.7,4,9.66,NA,58,7,0.5,53.6,5.99,2.7,130,2,0.165,0.15,NA,NA,NA,NA,NA,NA,NA,NA
"Pasvikelva",2023-04-10,2.62,2.94,2.5,7,21.7,NA,66,6.97,0.5,140,5.56,2.5,180,2.5,0.8,0.15,NA,NA,NA,NA,NA,NA,NA,NA
"Pasvikelva",2023-05-01,2.73,1.15,3,1,15.6,NA,37,7.12,1,153,5.63,2.9,160,4.3,0.5,0.15,0.053,0.0015,0.13,0.59,0.584,1.48,0.016,1.5
"Pasvikelva",2023-06-05,3.44,1.39,4,1,36.2,NA,1,7.21,3,498,5.01,4.2,180,11,7.19,1.2,NA,NA,NA,NA,NA,NA,NA,NA
"Pasvikelva",2023-07-03,2.94,1.31,3.4,1,53.2,NA,1,7.12,1,203,4.75,3.6,170,5.5,0.93,0.41,NA,NA,NA,NA,NA,NA,NA,NA
"Pasvikelva",2023-08-07,3.07,1.15,2.9,1,21.8,NA,9,7.26,0.5,154,4.58,2.9,120,3.4,0.5,0.38,0.058,0.0015,0.1,0.76,0.47,3.42,0.009,0.24
"Pasvikelva",2023-09-04,2.95,1.04,3,1,31.8,0.5,NA,7.18,1,196,4.9,3.4,130,4.8,1.15,0.52,NA,NA,NA,NA,NA,NA,NA,NA
"Pasvikelva",2023-10-03,3.61,1.2,4.8,6,44.5,12,NA,6.84,5,368,5.96,4.7,200,12,1.11,0.73,0.21,0.011,0.2,3.09,0.99,5.05,0.029,2.4
"Pasvikelva",2023-11-13,2.83,1.04,3.5,7,17.7,38,NA,7.1,0.5,109,6.05,3.4,150,3.2,0.235,0.35,NA,NA,NA,NA,NA,NA,NA,NA
"Pasvikelva",2023-12-08,3.08,1.03,2.9,7,20.5,49,NA,7.02,0.5,135,6,3.1,140,3.1,0.14,0.15,NA,NA,NA,NA,NA,NA,NA,NA
"Skienselva",2023-01-02,2.23,1.54,3.1,14,32.6,NA,170,6.7,1,306,2.58,3.2,270,5,1.11,0.79,NA,NA,NA,NA,NA,NA,NA,NA
"Skienselva",2023-02-06,1.94,1.48,2.8,9,51.1,NA,140,6.65,1,486,2.5,2.9,230,3,0.87,0.38,0.082,0.011,0.083,0.72,1.35,0.2,0.085,3
"Skienselva",2023-03-06,1.97,1.3,2.8,9,13.9,NA,130,6.69,1,159,2.51,2.8,230,3.3,0.86,0.36,NA,NA,NA,NA,NA,NA,NA,NA
"Skienselva",2023-04-11,2.32,1.47,3,7,44.3,NA,140,6.78,3,373,2.83,3,270,6.6,2.05,0.92,NA,NA,NA,NA,NA,NA,NA,NA
"Skienselva",2023-05-08,2.08,1.41,2.7,1,14.8,NA,140,6.76,1,282,2.53,2.7,260,3.8,1.33,0.47,0.1,0.01,0.14,1.71,1.4,0.22,0.13,8.3
"Skienselva",2023-06-05,1.96,1.43,3.3,180,43.5,NA,120,6.73,2,400,2.42,3.6,600,5.1,1.29,0.5,NA,NA,NA,NA,NA,NA,NA,NA
"Skienselva",2023-07-03,1.85,1.15,2.7,1,80.5,NA,1,6.8,3,512,2.08,2.8,260,4.9,1.48,0.43,NA,NA,NA,NA,NA,NA,NA,NA
"Skienselva",2023-08-07,1.81,1.03,2.5,18,38,NA,52,6.83,2,348,1.91,2.6,200,5.5,1.7,0.7,0.09,0.015,0.18,3.05,1.54,0.31,0.266,5.8
"Skienselva",2023-09-04,1.79,0.95,3.1,19,23.5,91,NA,6.78,2,318,2.06,3.1,200,3.3,1.27,0.55,NA,NA,NA,NA,NA,NA,NA,NA
"Skienselva",2023-10-02,1.9,0.97,3.6,18,29.2,97,NA,6.73,2,243,2.25,3.8,240,3.9,1.16,0.81,0.095,0.011,0.16,0.75,1.35,0.24,0.144,6.2
"Skienselva",2023-11-06,2.06,1.17,3.3,9,10.85,133,NA,6.76,2,213,2.39,3.6,250,4.5,1.25,0.77,NA,NA,NA,NA,NA,NA,NA,NA
"Skienselva",2023-12-04,1.95,1.13,2.9,1,35.8,133,NA,6.64,0.5,293,2.29,3.1,220,3.4,0.81,0.49,NA,NA,NA,NA,NA,NA,NA,NA
"Storelva",2023-01-11,1.54,5.21,5.4,16,39.8,NA,130,6.2,4,412,3.29,5.3,330,10,5.09,3.5,NA,NA,NA,NA,NA,NA,NA,NA
"Storelva",2023-02-08,1.43,4.51,4.9,18,19.3,NA,130,6.21,1,214,3.07,4.9,290,4,0.77,0.68,0.18,0.033,0.2,0.55,1.93,0.45,0.332,6.1
"Storelva",2023-03-07,1.59,3.7,5.1,16,23.4,NA,120,6.33,1,245,3.17,5.1,290,4.2,0.9,0.85,NA,NA,NA,NA,NA,NA,NA,NA
"Storelva",2023-04-11,1.56,3.89,5,22,47.2,NA,130,6.45,1,317,3.13,5.1,320,6.9,1.49,0.79,NA,NA,NA,NA,NA,NA,NA,NA
"Storelva",2023-05-02,1.23,2.83,4.8,12,37.5,NA,110,6.29,1,320,2.69,4.9,310,4.6,1.29,0.76,0.18,0.033,0.18,0.58,2.14,0.41,0.351,5.7
"Storelva",2023-06-06,1.62,3.13,4.4,1,37.8,NA,30,6.7,2,501,0.94,4.4,220,5.7,1.83,0.87,NA,NA,NA,NA,NA,NA,NA,NA
"Storelva",2023-07-03,2.12,7.46,3.8,1,75.8,NA,1,6.72,2,474,0.73,4.1,240,7.6,2.35,1.2,NA,NA,NA,NA,NA,NA,NA,NA
"Storelva",2023-08-09,2.26,8.72,5.1,1,48.2,NA,25,6.81,2,363,1.64,5.1,270,6.9,1.26,0.96,0.24,0.017,0.17,0.71,1.32,0.43,0.199,3.1
"Storelva",2023-09-05,1.89,2.79,6.5,8,47.5,39,NA,6.42,2,506,2.07,6.6,270,6.2,1.79,1.3,NA,NA,NA,NA,NA,NA,NA,NA
"Storelva",2023-10-02,1.89,3.06,7.5,18,52.4,74,NA,6.59,2,490,2.67,7.3,340,7,1.92,1.1,0.36,0.032,0.25,0.8,2.05,0.62,0.423,6
"Storelva",2023-11-07,1.58,3.27,7.6,7,51,125,NA,6.26,5,483,3.17,7.7,380,15,6.07,4.5,NA,NA,NA,NA,NA,NA,NA,NA
"Tana",2023-01-10,5.79,2.1,2.1,1,14.3,NA,55,7.11,0.5,248,11,2,120,2,0.165,0.15,NA,NA,NA,NA,NA,NA,NA,NA
"Tana",2023-02-06,6.08,2.55,1.8,7,20.2,NA,72,7.21,0.5,96,12,1.8,150,3,0.225,0.15,0.04,0.0015,0.25,0.27,0.509,0.26,0.007,0.64
"Tana",2023-03-13,6.58,2.47,1.7,3,8.12,NA,95,7.14,0.5,53.6,11.8,1.7,140,2.1,0.25,0.15,NA,NA,NA,NA,NA,NA,NA,NA
"Tana",2023-04-13,6.43,6.25,1.8,1,31.1,NA,85,7.25,0.5,141,11.2,1.8,230,2.6,0.81,0.15,NA,NA,NA,NA,NA,NA,NA,NA
"Tana",2023-05-08,4.98,2.88,3.5,1,19.9,NA,1,7.28,2,164,7.62,3.4,130,5.6,0.74,0.4,0.056,0.0015,0.26,0.45,1.07,0.38,0.015,0.39
"Tana",2023-06-05,3.15,1.98,3.2,1,58.5,NA,1,7.09,3,357,5.56,3.5,130,7.6,3.13,0.47,NA,NA,NA,NA,NA,NA,NA,NA
"Tana",2023-07-03,4.38,2.73,1.9,1,45.5,NA,1,7.38,1,118,5.7,2,95,3.3,0.53,0.15,NA,NA,NA,NA,NA,NA,NA,NA
"Tana",2023-08-16,4.09,1.94,4.2,1,21.5,NA,1,7.34,2,223,5.79,4.3,160,5,1.07,0.55,0.026,0.0015,0.31,0.47,1.11,0.41,0.012,0.38
"Tana",2023-09-04,3.84,1.86,4.4,1,35.3,3,NA,7.27,1,228,6.6,4.4,150,4.4,1.32,0.47,NA,NA,NA,NA,NA,NA,NA,NA
"Tana",2023-10-10,4.04,2.16,4,1,15.7,20,NA,7.08,1,124,7.48,4.1,140,3.5,0.335,0.48,0.034,0.0015,0.28,0.38,0.82,0.4,0.009,0.35
"Tana",2023-11-06,5.54,7.19,3,1,19.2,64,NA,7.35,1,205,9.9,3,140,3.6,0.7,0.54,NA,NA,NA,NA,NA,NA,NA,NA
"Tana",2023-12-04,5.61,2.07,2.3,11,19,59,NA,7.27,1,148,11.1,2.4,140,3,0.68,0.6,NA,NA,NA,NA,NA,NA,NA,NA
"Vefsna",2023-01-02,5.15,4.14,4.5,6,12.5,NA,27,7.14,0.5,211,1.7,4.5,120,4,0.145,0.15,NA,NA,NA,NA,NA,NA,NA,NA
"Vefsna",2023-02-04,10.7,4.63,2.9,1,30.1,NA,57,7.59,0.5,192,1.91,2.9,140,3,0.74,0.15,0.1,0.004,0.16,0.37,1.62,0.24,0.067,0.7
"Vefsna",2023-02-28,5.48,8.04,3.4,20,26.9,NA,28,7.08,0.5,257,1.59,3.4,220,6.5,1.37,0.61,NA,NA,NA,NA,NA,NA,NA,NA
"Vefsna",2023-04-11,16.3,9.21,2.8,1,35.7,NA,5,7.68,19,350,2.76,2.8,180,23,37.7,1.3,NA,NA,NA,NA,NA,NA,NA,NA
"Vefsna",2023-05-02,12.1,4.94,2.4,1,30.2,NA,7,7.69,2,180,1.7,2.3,130,3,5.49,0.64,0.12,0.0015,0.15,0.81,1.15,0.44,0.107,1.3
"Vefsna",2023-06-05,5.45,2.74,1.5,1,41.9,NA,7,7.34,1,157,1.2,1.6,75,2.6,2,0.15,NA,NA,NA,NA,NA,NA,NA,NA
"Vefsna",2023-07-03,3.72,1.45,0.78,1,28.2,NA,1,7.31,0.5,65.3,0.79,0.88,51,2.1,0.83,0.42,NA,NA,NA,NA,NA,NA,NA,NA
"Vefsna",2023-08-07,6.02,1.37,1.2,1,17,NA,5,7.52,0.5,133,1.04,1.2,78,2.8,0.5,0.66,0.12,0.003,0.081,0.44,0.44,0.32,0.043,0.79
"Vefsna",2023-09-04,9.1,1.93,1.1,5,20.3,32,NA,7.69,0.5,127,1.32,1.2,96,4.9,3.48,0.37,NA,NA,NA,NA,NA,NA,NA,NA
"Vefsna",2023-09-28,6.55,1.71,2.4,1,23.9,21,NA,7.5,2,190,1.6,2.4,100,3.3,3.57,0.88,0.12,0.003,0.18,0.47,0.95,0.43,0.103,0.74
"Vefsna",2023-11-05,11.5,2.34,1.7,1,13.6,106,NA,7.63,0.5,98.4,1.97,1.7,150,2.2,0.6,0.41,NA,NA,NA,NA,NA,NA,NA,NA
"Vefsna",2023-12-10,14.6,2.94,1.2,19,49.4,155,NA,7.72,2,432,2.26,1.4,230,4.6,6.52,0.7,NA,NA,NA,NA,NA,NA,NA,NA
"Vikedalselva",2023-01-02,1.11,4.37,1.1,9,45.8,NA,220,6.37,2,552,1.03,1.1,260,4.5,6.38,0.35,NA,NA,NA,NA,NA,NA,NA,NA
"Vikedalselva",2023-02-06,1.6,4.77,1,7,4.645,NA,340,6.5,1,138,1.26,1.1,380,3,0.77,0.15,0.17,0.013,0.041,0.4,0.736,0.4,0.087,2.2
"Vikedalselva",2023-03-06,1.83,4.74,0.98,6,6.25,NA,290,6.61,1,106,1.44,0.99,340,2.3,0.3,0.15,NA,NA,NA,NA,NA,NA,NA,NA
"Vikedalselva",2023-04-11,1.07,4.16,1.2,2,26.8,NA,170,6.32,0.5,169,1.04,1.3,240,2.4,0.81,0.15,NA,NA,NA,NA,NA,NA,NA,NA
"Vikedalselva",2023-05-02,1.09,3.98,1.2,1,30.2,NA,150,6.47,0.5,206,1.01,1.3,240,2.2,0.51,0.15,0.18,0.009,0.041,0.37,1.07,0.29,0.099,1.9
"Vikedalselva",2023-06-05,0.914,3.48,1,1,7.05,NA,93,6.56,0.5,244,0.78,1,150,1.6,0.25,0.15,NA,NA,NA,NA,NA,NA,NA,NA
"Vikedalselva",2023-07-03,0.808,3.18,1.2,1,44,NA,40,6.53,2,232,0.54,1.3,160,2.8,0.65,0.15,NA,NA,NA,NA,NA,NA,NA,NA
"Vikedalselva",2023-08-07,1.42,3.04,1.5,1,33.9,NA,240,6.78,0.5,146,0.83,1.5,330,2.9,0.5,0.15,0.23,0.005,0.05,0.4,0.83,0.23,0.173,0.71
"Vikedalselva",2023-09-04,1.29,2.63,3,1,22.1,185,NA,6.65,2,280,0.94,3.1,300,5.1,1.03,0.49,NA,NA,NA,NA,NA,NA,NA,NA
"Vikedalselva",2023-10-02,0.851,2.39,2.2,9,60.1,139,NA,6.48,2,380,0.87,2,250,4.1,0.5,0.51,0.18,0.01,0.069,0.51,1.4,0.32,0.173,3.3
"Vikedalselva",2023-11-06,1.47,3.69,1.2,1,13.9,230,NA,6.68,0.5,142,1.26,1.2,280,3,0.47,0.35,NA,NA,NA,NA,NA,NA,NA,NA
"Vikedalselva",2023-12-04,1.71,3.73,1.1,1,31.4,270,NA,6.63,0.5,161,1.42,1.2,310,2.1,0.25,0.15,NA,NA,NA,NA,NA,NA,NA,NA
"Vosso",2023-01-02,0.888,1.78,1,7,9.8,NA,120,6.43,0.5,207,1.02,1.1,170,4,0.47,0.45,NA,NA,NA,NA,NA,NA,NA,NA
"Vosso",2023-02-06,1.03,2.16,1.3,10,15.3,NA,150,6.4,1,132,1.27,1.4,210,4,0.46,0.32,0.067,0.005,0.061,0.36,1.05,0.33,0.05,0.97
"Vosso",2023-03-06,1.23,3.13,1.2,8,25.8,NA,180,6.48,2,117,1.23,1.2,220,5.9,0.44,0.15,NA,NA,NA,NA,NA,NA,NA,NA
"Vosso",2023-04-11,1.06,2.78,0.99,1,25,NA,110,6.5,0.5,127,1.16,1,180,3.2,0.61,0.15,NA,NA,NA,NA,NA,NA,NA,NA
"Vosso",2023-05-02,1.3,2.84,1.2,9,25.6,NA,150,6.59,0.5,137,1.32,1.2,230,2.4,0.78,0.15,0.041,0.004,0.047,0.34,0.758,0.34,0.009,1.8
"Vosso",2023-06-06,0.957,2.23,1.2,1,52.6,NA,87,6.33,0.5,158,1.22,1.2,160,3.3,0.29,0.36,NA,NA,NA,NA,NA,NA,NA,NA
"Vosso",2023-07-03,0.495,1.08,0.66,1,37,NA,9,6.43,0.5,144,0.73,0.87,79,2.2,0.5,0.15,NA,NA,NA,NA,NA,NA,NA,NA
"Vosso",2023-08-07,0.608,1.02,0.9,6,27.8,NA,25,6.52,0.5,197,0.66,0.96,85,2.8,0.5,0.15,0.029,0.003,0.031,0.29,0.6,0.23,0.057,0.61
"Vosso",2023-09-05,0.73,0.94,1.8,5,22.9,60,NA,6.51,1,166,0.96,1.7,130,3,0.335,0.31,NA,NA,NA,NA,NA,NA,NA,NA
"Vosso",2023-10-02,0.871,1.06,1.9,6,16.1,87,NA,6.48,2,177,1.23,1.9,170,3.8,0.88,0.64,0.11,0.004,0.068,0.46,1.06,0.29,0.085,0.92
"Vosso",2023-11-06,0.944,1.6,1.5,1,19.1,113,NA,6.5,0.5,111,1.13,1.5,170,2.3,0.42,0.38,NA,NA,NA,NA,NA,NA,NA,NA
"Vosso",2023-12-05,0.894,1.51,1,1,14.4,99,NA,6.44,0.5,114,0.94,1.1,140,2.8,0.4,0.15,NA,NA,NA,NA,NA,NA,NA,NA
